#Location	Time	Pollutant	Actual	Estimated	Pass	Distance
St Johns Road	2	NO	7	17.3711234	25	8192
St Johns Road	2	NO	7	17.55577981	25	16384
St Johns Road	2	NO	7	16.26414767	25	32768
St Johns Road	2	NO	7	14.24288977	25	65536
St Johns Road	2	NO	7	11.93866358	25	131072
St Johns Road	2	NO	7	10.11127128	25	262144
St Johns Road	2	NO	7	9.317066589	25	524288
St Johns Road	3	NO	21	0	0	1
St Johns Road	3	NO	21	12.41832527	0	1024
St Johns Road	3	NO	21	15.90377794	0	2048
St Johns Road	3	NO	21	17.91598766	0	4096
St Johns Road	3	NO	21	17.33836929	0	8192
St Johns Road	3	NO	21	15.97968703	0	16384
St Johns Road	3	NO	21	14.95640888	0	32768
St Johns Road	3	NO	21	14.36080156	0	65536
St Johns Road	3	NO	21	14.04356945	0	131072
St Johns Road	3	NO	21	13.88038552	0	262144
St Johns Road	3	NO	21	13.79769365	0	524288
St Johns Road	3	NO	21	0	1	1
St Johns Road	3	NO	21	8.94984141	1	1024
St Johns Road	3	NO	21	9.146495829	1	2048
St Johns Road	3	NO	21	11.54162245	1	4096
St Johns Road	3	NO	21	15.39488288	1	8192
St Johns Road	3	NO	21	17.50696476	1	16384
St Johns Road	3	NO	21	16.89909541	1	32768
St Johns Road	3	NO	21	15.62785676	1	65536
St Johns Road	3	NO	21	14.73471883	1	131072
St Johns Road	3	NO	21	14.23694701	1	262144
St Johns Road	3	NO	21	13.97821224	1	524288
St Johns Road	3	NO	21	0	2	1
St Johns Road	3	NO	21	8.946312925	2	1024
St Johns Road	3	NO	21	8.790934575	2	2048
St Johns Road	3	NO	21	9.366348963	2	4096
St Johns Road	3	NO	21	12.83701772	2	8192
St Johns Road	3	NO	21	16.76411135	2	16384
St Johns Road	3	NO	21	17.3678897	2	32768
St Johns Road	3	NO	21	15.95146158	2	65536
St Johns Road	3	NO	21	14.76009597	2	131072
St Johns Road	3	NO	21	14.17823419	2	262144
St Johns Road	3	NO	21	13.92592599	2	524288
St Johns Road	3	NO	21	0	3	1
St Johns Road	3	NO	21	8.946293985	3	1024
St Johns Road	3	NO	21	8.774779271	3	2048
St Johns Road	3	NO	21	8.800969161	3	4096
St Johns Road	3	NO	21	11.22680702	3	8192
St Johns Road	3	NO	21	15.74990944	3	16384
St Johns Road	3	NO	21	17.61041723	3	32768
St Johns Road	3	NO	21	16.3209801	3	65536
St Johns Road	3	NO	21	14.83996187	3	131072
St Johns Road	3	NO	21	14.14028792	3	262144
St Johns Road	3	NO	21	13.87971582	3	524288
St Johns Road	3	NO	21	0	4	1
St Johns Road	3	NO	21	8.946292499	4	1024
St Johns Road	3	NO	21	8.775319552	4	2048
St Johns Road	3	NO	21	8.71334218	4	4096
St Johns Road	3	NO	21	10.33208033	4	8192
St Johns Road	3	NO	21	14.73230696	4	16384
St Johns Road	3	NO	21	17.67142898	4	32768
St Johns Road	3	NO	21	16.68582258	4	65536
St Johns Road	3	NO	21	14.95641093	4	131072
St Johns Road	3	NO	21	14.11980267	4	262144
St Johns Road	3	NO	21	13.8390949	4	524288
St Johns Road	3	NO	21	0	5	1
St Johns Road	3	NO	21	8.946292348	5	1024
St Johns Road	3	NO	21	8.775909974	5	2048
St Johns Road	3	NO	21	8.747898225	5	4096
St Johns Road	3	NO	21	9.898058934	5	8192
St Johns Road	3	NO	21	13.80895485	5	16384
St Johns Road	3	NO	21	17.60168415	5	32768
St Johns Road	3	NO	21	17.02349412	5	65536
St Johns Road	3	NO	21	15.09664575	5	131072
St Johns Road	3	NO	21	14.11397069	5	262144
St Johns Road	3	NO	21	13.80361417	5	524288
St Johns Road	3	NO	21	0	6	1
St Johns Road	3	NO	21	8.946292333	6	1024
St Johns Road	3	NO	21	8.776160711	6	2048
St Johns Road	3	NO	21	8.801388861	6	4096
St Johns Road	3	NO	21	9.744419113	6	8192
St Johns Road	3	NO	21	13.00967181	6	16384
St Johns Road	3	NO	21	17.44166808	6	32768
St Johns Road	3	NO	21	17.32562801	6	65536
St Johns Road	3	NO	21	15.25155938	6	131072
St Johns Road	3	NO	21	14.12040789	6	262144
St Johns Road	3	NO	21	13.77285949	6	524288
St Johns Road	3	NO	21	0	7	1
St Johns Road	3	NO	21	8.946292332	7	1024
St Johns Road	3	NO	21	8.776259367	7	2048
St Johns Road	3	NO	21	8.847479259	7	4096
St Johns Road	3	NO	21	9.754252041	7	8192
St Johns Road	3	NO	21	12.33574623	7	16384
St Johns Road	3	NO	21	17.22105963	7	32768
St Johns Road	3	NO	21	17.59073848	7	65536
St Johns Road	3	NO	21	15.41470791	7	131072
St Johns Road	3	NO	21	14.13709077	7	262144
St Johns Road	3	NO	21	13.74644888	7	524288
St Johns Road	3	NO	21	0	8	1
St Johns Road	3	NO	21	8.946292331	8	1024
St Johns Road	3	NO	21	8.776297785	8	2048
St Johns Road	3	NO	21	8.882081084	8	4096
St Johns Road	3	NO	21	9.854183186	8	8192
St Johns Road	3	NO	21	11.77728756	8	16384
St Johns Road	3	NO	21	16.96110058	8	32768
St Johns Road	3	NO	21	17.82050039	8	65536
St Johns Road	3	NO	21	15.58156616	8	131072
St Johns Road	3	NO	21	14.16230268	8	262144
St Johns Road	3	NO	21	13.7240301	8	524288
St Johns Road	3	NO	21	0	9	1
St Johns Road	3	NO	21	8.946292331	9	1024
St Johns Road	3	NO	21	8.776312723	9	2048
St Johns Road	3	NO	21	8.906779211	9	4096
St Johns Road	3	NO	21	9.999092178	9	8192
St Johns Road	3	NO	21	11.32084915	9	16384
St Johns Road	3	NO	21	16.67690091	9	32768
St Johns Road	3	NO	21	18.01787179	9	65536
St Johns Road	3	NO	21	15.74898886	9	131072
St Johns Road	3	NO	21	14.1945881	9	262144
St Johns Road	3	NO	21	13.70527832	9	524288
St Johns Road	3	NO	21	0	10	1
St Johns Road	3	NO	21	8.946292331	10	1024
St Johns Road	3	NO	21	8.776318531	10	2048
St Johns Road	3	NO	21	8.924041126	10	4096
St Johns Road	3	NO	21	10.16181315	10	8192
St Johns Road	3	NO	21	10.95266667	10	16384
St Johns Road	3	NO	21	16.37919013	10	32768
St Johns Road	3	NO	21	18.18617265	10	65536
St Johns Road	3	NO	21	15.91482071	10	131072
St Johns Road	3	NO	21	14.23271363	10	262144
St Johns Road	3	NO	21	13.68989405	10	524288
St Johns Road	3	NO	21	0	11	1
St Johns Road	3	NO	21	8.946292331	11	1024
St Johns Road	3	NO	21	8.776320788	11	2048
St Johns Road	3	NO	21	8.935994889	11	4096
St Johns Road	3	NO	21	10.32645809	11	8192
St Johns Road	3	NO	21	10.65994085	11	16384
St Johns Road	3	NO	21	16.07557084	11	32768
St Johns Road	3	NO	21	18.32865481	11	65536
St Johns Road	3	NO	21	16.07761454	11	131072
St Johns Road	3	NO	21	14.27563479	11	262144
St Johns Road	3	NO	21	13.67760114	11	524288
St Johns Road	3	NO	21	0	12	1
St Johns Road	3	NO	21	8.946292331	12	1024
St Johns Road	3	NO	21	8.776321666	12	2048
St Johns Road	3	NO	21	8.944238604	12	4096
St Johns Road	3	NO	21	10.48415213	12	8192
St Johns Road	3	NO	21	10.43126153	12	16384
St Johns Road	3	NO	21	15.77140586	12	32768
St Johns Road	3	NO	21	18.44831998	12	65536
St Johns Road	3	NO	21	16.23642771	12	131072
St Johns Road	3	NO	21	14.32246782	12	262144
St Johns Road	3	NO	21	13.668145	12	524288
St Johns Road	3	NO	21	0	13	1
St Johns Road	3	NO	21	8.946292331	13	1024
St Johns Road	3	NO	21	8.776322007	13	2048
St Johns Road	3	NO	21	8.949913104	13	4096
St Johns Road	3	NO	21	10.63032944	13	8192
St Johns Road	3	NO	21	10.25666537	13	16384
St Johns Road	3	NO	21	15.47044783	13	32768
St Johns Road	3	NO	21	18.54785985	13	65536
St Johns Road	3	NO	21	16.39067521	13	131072
St Johns Road	3	NO	21	14.37246554	13	262144
St Johns Road	3	NO	21	13.66129094	13	524288
St Johns Road	3	NO	21	0	14	1
St Johns Road	3	NO	21	8.946292331	14	1024
St Johns Road	3	NO	21	8.77632214	14	2048
St Johns Road	3	NO	21	8.953815778	14	4096
St Johns Road	3	NO	21	10.76302776	14	8192
St Johns Road	3	NO	21	10.12754625	14	16384
St Johns Road	3	NO	21	15.17528881	14	32768
St Johns Road	3	NO	21	18.62965369	14	65536
St Johns Road	3	NO	21	16.54002394	14	131072
St Johns Road	3	NO	21	14.42499692	14	262144
St Johns Road	3	NO	21	13.65682266	14	524288
St Johns Road	3	NO	21	0	15	1
St Johns Road	3	NO	21	8.946292331	15	1024
St Johns Road	3	NO	21	8.776322191	15	2048
St Johns Road	3	NO	21	8.956498826	15	4096
St Johns Road	3	NO	21	10.88181901	15	8192
St Johns Road	3	NO	21	10.03651526	15	16384
St Johns Road	3	NO	21	14.88768336	15	32768
St Johns Road	3	NO	21	18.69579066	15	65536
St Johns Road	3	NO	21	16.68431661	15	131072
St Johns Road	3	NO	21	14.47952961	15	262144
St Johns Road	3	NO	21	13.65454076	15	524288
St Johns Road	3	NO	21	0	16	1
St Johns Road	3	NO	21	8.946292331	16	1024
St Johns Road	3	NO	21	8.776322211	16	2048
St Johns Road	3	NO	21	8.958343067	16	4096
St Johns Road	3	NO	21	10.98714364	16	8192
St Johns Road	3	NO	21	9.977251609	16	16384
St Johns Road	3	NO	21	14.60878157	16	32768
St Johns Road	3	NO	21	18.74810073	16	65536
St Johns Road	3	NO	21	16.82351723	16	131072
St Johns Road	3	NO	21	14.53561508	16	262144
St Johns Road	3	NO	21	13.65426151	16	524288
St Johns Road	3	NO	21	0	17	1
St Johns Road	3	NO	21	8.946292331	17	1024
St Johns Road	3	NO	21	8.776322219	17	2048
St Johns Road	3	NO	21	8.959610637	17	4096
St Johns Road	3	NO	21	11.07990056	17	8192
St Johns Road	3	NO	21	9.944361388	17	16384
St Johns Road	3	NO	21	14.33929784	17	32768
St Johns Road	3	NO	21	18.78818685	17	65536
St Johns Road	3	NO	21	16.95767214	17	131072
St Johns Road	3	NO	21	14.59287601	17	262144
St Johns Road	3	NO	21	13.6558156	17	524288
St Johns Road	3	NO	21	0	18	1
St Johns Road	3	NO	21	8.946292331	18	1024
St Johns Road	3	NO	21	8.776322222	18	2048
St Johns Road	3	NO	21	8.960481822	18	4096
St Johns Road	3	NO	21	11.16119822	18	8192
St Johns Road	3	NO	21	9.933250223	18	16384
St Johns Road	3	NO	21	14.07963334	18	32768
St Johns Road	3	NO	21	18.81745477	18	65536
St Johns Road	3	NO	21	17.0868822	18	131072
St Johns Road	3	NO	21	14.65099552	18	262144
St Johns Road	3	NO	21	13.65904703	18	524288
St Johns Road	3	NO	21	0	19	1
St Johns Road	3	NO	21	8.946292331	19	1024
St Johns Road	3	NO	21	8.776322223	19	2048
St Johns Road	3	NO	21	8.961080566	19	4096
St Johns Road	3	NO	21	11.2322069	19	8192
St Johns Road	3	NO	21	9.940011144	19	16384
St Johns Road	3	NO	21	13.829965	19	32768
St Johns Road	3	NO	21	18.83713962	19	65536
St Johns Road	3	NO	21	17.21128315	19	131072
St Johns Road	3	NO	21	14.70970799	19	262144
St Johns Road	3	NO	21	13.66381209	19	524288
St Johns Road	3	NO	21	0	20	1
St Johns Road	3	NO	21	8.946292331	20	1024
St Johns Road	3	NO	21	8.776322224	20	2048
St Johns Road	3	NO	21	8.961492065	20	4096
St Johns Road	3	NO	21	11.29407404	20	8192
St Johns Road	3	NO	21	9.96132699	20	16384
St Johns Road	3	NO	21	13.5903102	20	32768
St Johns Road	3	NO	21	18.84832888	20	65536
St Johns Road	3	NO	21	17.33103176	20	131072
St Johns Road	3	NO	21	14.76879131	20	262144
St Johns Road	3	NO	21	13.66997841	20	524288
St Johns Road	3	NO	21	0	21	1
St Johns Road	3	NO	21	8.946292331	21	1024
St Johns Road	3	NO	21	8.776322224	21	2048
St Johns Road	3	NO	21	8.961774876	21	4096
St Johns Road	3	NO	21	11.34787865	21	8192
St Johns Road	3	NO	21	9.994386038	21	16384
St Johns Road	3	NO	21	13.36057383	21	32768
St Johns Road	3	NO	21	18.85198209	21	65536
St Johns Road	3	NO	21	17.44629613	21	131072
St Johns Road	3	NO	21	14.82806024	21	262144
St Johns Road	3	NO	21	13.67742406	21	524288
St Johns Road	3	NO	21	0	22	1
St Johns Road	3	NO	21	8.946292331	22	1024
St Johns Road	3	NO	21	8.776322224	22	2048
St Johns Road	3	NO	21	8.961969242	22	4096
St Johns Road	3	NO	21	11.39460937	22	8192
St Johns Road	3	NO	21	10.03680929	22	16384
St Johns Road	3	NO	21	13.14058254	22	32768
St Johns Road	3	NO	21	18.84894761	22	65536
St Johns Road	3	NO	21	17.55724904	22	131072
St Johns Road	3	NO	21	14.88736077	22	262144
St Johns Road	3	NO	21	13.68603678	22	524288
St Johns Road	3	NO	21	0	23	1
St Johns Road	3	NO	21	8.946292331	23	1024
St Johns Road	3	NO	21	8.776322224	23	2048
St Johns Road	3	NO	21	8.962102823	23	4096
St Johns Road	3	NO	21	11.43515681	23	8192
St Johns Road	3	NO	21	10.08658792	23	16384
St Johns Road	3	NO	21	12.93010957	23	32768
St Johns Road	3	NO	21	18.83997695	23	65536
St Johns Road	3	NO	21	17.66406342	23	131072
St Johns Road	3	NO	21	14.94656531	23	262144
St Johns Road	3	NO	21	13.6957132	23	524288
St Johns Road	3	NO	21	0	24	1
St Johns Road	3	NO	21	8.946292331	24	1024
St Johns Road	3	NO	21	8.776322224	24	2048
St Johns Road	3	NO	21	8.962194629	24	4096
St Johns Road	3	NO	21	11.47031403	24	8192
St Johns Road	3	NO	21	10.14202957	24	16384
St Johns Road	3	NO	21	12.72889285	24	32768
St Johns Road	3	NO	21	18.82573699	24	65536
St Johns Road	3	NO	21	17.76690932	24	131072
St Johns Road	3	NO	21	15.00556865	24	262144
St Johns Road	3	NO	21	13.70635817	24	524288
St Johns Road	3	NO	21	0	25	1
St Johns Road	3	NO	21	8.946292331	25	1024
St Johns Road	3	NO	21	8.776322224	25	2048
St Johns Road	3	NO	21	8.962257724	25	4096
St Johns Road	3	NO	21	11.50078162	25	8192
St Johns Road	3	NO	21	10.20171222	25	16384
St Johns Road	3	NO	21	12.53664806	25	32768
St Johns Road	3	NO	21	18.80682041	25	65536
St Johns Road	3	NO	21	17.86595201	25	131072
St Johns Road	3	NO	21	15.06428448	25	262144
St Johns Road	3	NO	21	13.71788409	25	524288
St Johns Road	4	NO	24	0	0	1
St Johns Road	4	NO	24	9.936478555	0	1024
St Johns Road	4	NO	24	11.20974977	0	2048
St Johns Road	4	NO	24	11.73387869	0	4096
St Johns Road	4	NO	24	11.39358181	0	8192
St Johns Road	4	NO	24	10.88507548	0	16384
St Johns Road	4	NO	24	10.53815424	0	32768
St Johns Road	4	NO	24	10.34543857	0	65536
St Johns Road	4	NO	24	10.2452111	0	131072
St Johns Road	4	NO	24	10.19427689	0	262144
St Johns Road	4	NO	24	10.16862472	0	524288
St Johns Road	4	NO	24	0	1	1
St Johns Road	4	NO	24	8.801434786	1	1024
St Johns Road	4	NO	24	9.010085959	1	2048
St Johns Road	4	NO	24	9.842098594	1	4096
St Johns Road	4	NO	24	10.9787331	1	8192
St Johns Road	4	NO	24	11.47321535	1	16384
St Johns Road	4	NO	24	11.18515768	1	32768
St Johns Road	4	NO	24	10.74690613	1	65536
St Johns Road	4	NO	24	10.45746214	1	131072
St Johns Road	4	NO	24	10.30171849	1	262144
St Johns Road	4	NO	24	10.22244547	1	524288
St Johns Road	4	NO	24	0	2	1
St Johns Road	4	NO	24	8.800294712	2	1024
St Johns Road	4	NO	24	8.897999389	2	2048
St Johns Road	4	NO	24	9.168919421	2	4096
St Johns Road	4	NO	24	10.22370589	2	8192
St Johns Road	4	NO	24	11.31508754	2	16384
St Johns Road	4	NO	24	11.36772959	2	32768
St Johns Road	4	NO	24	10.8546997	2	65536
St Johns Road	4	NO	24	10.45820509	2	131072
St Johns Road	4	NO	24	10.27461546	2	262144
St Johns Road	4	NO	24	10.19998175	2	524288
St Johns Road	4	NO	24	0	3	1
St Johns Road	4	NO	24	8.800288353	3	1024
St Johns Road	4	NO	24	8.892984905	3	2048
St Johns Road	4	NO	24	8.999150932	3	4096
St Johns Road	4	NO	24	9.754821354	3	8192
St Johns Road	4	NO	24	11.04453855	3	16384
St Johns Road	4	NO	24	11.44911513	3	32768
St Johns Road	4	NO	24	10.97384309	3	65536
St Johns Road	4	NO	24	10.48200934	3	131072
St Johns Road	4	NO	24	10.25730887	3	262144
St Johns Road	4	NO	24	10.18054367	3	524288
St Johns Road	4	NO	24	0	4	1
St Johns Road	4	NO	24	8.800287848	4	1024
St Johns Road	4	NO	24	8.89318762	4	2048
St Johns Road	4	NO	24	8.975630303	4	4096
St Johns Road	4	NO	24	9.504209945	4	8192
St Johns Road	4	NO	24	10.76861448	4	16384
St Johns Road	4	NO	24	11.46633232	4	32768
St Johns Road	4	NO	24	11.08675958	4	65536
St Johns Road	4	NO	24	10.52072138	4	131072
St Johns Road	4	NO	24	10.24813267	4	262144
St Johns Road	4	NO	24	10.16387323	4	524288
St Johns Road	4	NO	24	0	5	1
St Johns Road	4	NO	24	8.800287797	5	1024
St Johns Road	4	NO	24	8.893386445	5	2048
St Johns Road	4	NO	24	8.98872149	5	4096
St Johns Road	4	NO	24	9.390555153	5	8192
St Johns Road	4	NO	24	10.51916503	5	16384
St Johns Road	4	NO	24	11.44444598	5	32768
St Johns Road	4	NO	24	11.18676439	5	65536
St Johns Road	4	NO	24	10.56860488	5	131072
St Johns Road	4	NO	24	10.24567801	5	262144
St Johns Road	4	NO	24	10.14973289	5	524288
St Johns Road	4	NO	24	0	6	1
St Johns Road	4	NO	24	8.800287792	6	1024
St Johns Road	4	NO	24	8.893470431	6	2048
St Johns Road	4	NO	24	9.006895475	6	4096
St Johns Road	4	NO	24	9.358544414	6	8192
St Johns Road	4	NO	24	10.30493498	6	16384
St Johns Road	4	NO	24	11.39879082	6	32768
St Johns Road	4	NO	24	11.2723288	6	65536
St Johns Road	4	NO	24	10.62165865	6	131072
St Johns Road	4	NO	24	10.24875461	6	262144
St Johns Road	4	NO	24	10.13790394	6	524288
St Johns Road	4	NO	24	0	7	1
St Johns Road	4	NO	24	8.800287791	7	1024
St Johns Road	4	NO	24	8.893503453	7	2048
St Johns Road	4	NO	24	9.022263906	7	4096
St Johns Road	4	NO	24	9.373241712	7	8192
St Johns Road	4	NO	24	10.12604538	7	16384
St Johns Road	4	NO	24	11.33862055	7	32768
St Johns Road	4	NO	24	11.34418951	7	65536
St Johns Road	4	NO	24	10.67712357	7	131072
St Johns Road	4	NO	24	10.25635788	7	262144
St Johns Road	4	NO	24	10.12818506	7	524288
St Johns Road	4	NO	24	0	8	1
St Johns Road	4	NO	24	8.800287791	8	1024
St Johns Road	4	NO	24	8.893516311	8	2048
St Johns Road	4	NO	24	9.033728715	8	4096
St Johns Road	4	NO	24	9.413032436	8	8192
St Johns Road	4	NO	24	9.979464468	8	16384
St Johns Road	4	NO	24	11.26964093	8	32768
St Johns Road	4	NO	24	11.40392932	8	65536
St Johns Road	4	NO	24	10.73312665	8	131072
St Johns Road	4	NO	24	10.26764102	8	262144
St Johns Road	4	NO	24	10.12039097	8	524288
St Johns Road	4	NO	24	0	9	1
St Johns Road	4	NO	24	8.800287791	9	1024
St Johns Road	4	NO	24	8.893521311	9	2048
St Johns Road	4	NO	24	9.041891159	9	4096
St Johns Road	4	NO	24	9.464750287	9	8192
St Johns Road	4	NO	24	9.861242354	9	16384
St Johns Road	4	NO	24	11.19549594	9	32768
St Johns Road	4	NO	24	11.45331011	9	65536
St Johns Road	4	NO	24	10.78842431	9	131072
St Johns Road	4	NO	24	10.28189111	9	262144
St Johns Road	4	NO	24	10.11435117	9	524288
St Johns Road	4	NO	24	0	10	1
St Johns Road	4	NO	24	8.800287791	10	1024
St Johns Road	4	NO	24	8.893523255	10	2048
St Johns Road	4	NO	24	9.047589705	10	4096
St Johns Road	4	NO	24	9.520540289	10	8192
St Johns Road	4	NO	24	9.767414154	10	16384
St Johns Road	4	NO	24	11.11859889	10	32768
St Johns Road	4	NO	24	11.49398381	10	65536
St Johns Road	4	NO	24	10.84221749	10	131072
St Johns Road	4	NO	24	10.29850892	10	262144
St Johns Road	4	NO	24	10.10990882	10	524288
St Johns Road	4	NO	24	0	11	1
St Johns Road	4	NO	24	8.800287791	11	1024
St Johns Road	4	NO	24	8.89352401	11	2048
St Johns Road	4	NO	24	9.051533963	11	4096
St Johns Road	4	NO	24	9.575864346	11	8192
St Johns Road	4	NO	24	9.694337973	11	16384
St Johns Road	4	NO	24	11.04059732	11	32768
St Johns Road	4	NO	24	11.52738783	11	65536
St Johns Road	4	NO	24	10.89401886	11	131072
St Johns Road	4	NO	24	10.31699164	11	262144
St Johns Road	4	NO	24	10.10691965	11	524288
St Johns Road	4	NO	24	0	12	1
St Johns Road	4	NO	24	8.800287791	12	1024
St Johns Road	4	NO	24	8.893524304	12	2048
St Johns Road	4	NO	24	9.054253448	12	4096
St Johns Road	4	NO	24	9.628237801	12	8192
St Johns Road	4	NO	24	9.638794577	12	16384
St Johns Road	4	NO	24	10.96264032	12	32768
St Johns Road	4	NO	24	11.55472649	12	65536
St Johns Road	4	NO	24	10.94355756	12	131072
St Johns Road	4	NO	24	10.3369182	12	262144
St Johns Road	4	NO	24	10.105251	12	524288
St Johns Road	4	NO	24	0	13	1
St Johns Road	4	NO	24	8.800287791	13	1024
St Johns Road	4	NO	24	8.893524418	13	2048
St Johns Road	4	NO	24	9.056125196	13	4096
St Johns Road	4	NO	24	9.676431479	13	8192
St Johns Road	4	NO	24	9.597989956	13	16384
St Johns Road	4	NO	24	10.88553877	13	32768
St Johns Road	4	NO	24	11.57698912	13	65536
St Johns Road	4	NO	24	10.99071113	13	131072
St Johns Road	4	NO	24	10.35793684	13	262144
St Johns Road	4	NO	24	10.10478091	13	524288
St Johns Road	4	NO	24	0	14	1
St Johns Road	4	NO	24	8.800287791	14	1024
St Johns Road	4	NO	24	8.893524462	14	2048
St Johns Road	4	NO	24	9.057412444	14	4096
St Johns Road	4	NO	24	9.719969707	14	8192
St Johns Road	4	NO	24	9.569521524	14	16384
St Johns Road	4	NO	24	10.8098662	14	32768
St Johns Road	4	NO	24	11.59498067	14	65536
St Johns Road	4	NO	24	11.03545712	14	131072
St Johns Road	4	NO	24	10.37975444	14	262144
St Johns Road	4	NO	24	10.10539728	14	524288
St Johns Road	4	NO	24	0	15	1
St Johns Road	4	NO	24	8.800287791	15	1024
St Johns Road	4	NO	24	8.89352448	15	2048
St Johns Road	4	NO	24	9.058297395	15	4096
St Johns Road	4	NO	24	9.758816293	15	8192
St Johns Road	4	NO	24	9.551333565	15	16384
St Johns Road	4	NO	24	10.73602538	15	32768
St Johns Road	4	NO	24	11.6093541	15	65536
St Johns Road	4	NO	24	11.07783871	15	131072
St Johns Road	4	NO	24	10.40212753	15	262144
St Johns Road	4	NO	24	10.10699712	15	524288
St Johns Road	4	NO	24	0	16	1
St Johns Road	4	NO	24	8.800287791	16	1024
St Johns Road	4	NO	24	8.893524486	16	2048
St Johns Road	4	NO	24	9.058905676	16	4096
St Johns Road	4	NO	24	9.793179626	16	8192
St Johns Road	4	NO	24	9.541672349	16	16384
St Johns Road	4	NO	24	10.66429398	16	32768
St Johns Road	4	NO	24	11.62063964	16	65536
St Johns Road	4	NO	24	11.11794056	16	131072
St Johns Road	4	NO	24	10.42485462	16	262144
St Johns Road	4	NO	24	10.1094858	16	524288
St Johns Road	4	NO	24	0	17	1
St Johns Road	4	NO	24	8.800287791	17	1024
St Johns Road	4	NO	24	8.893524489	17	2048
St Johns Road	4	NO	24	9.059323753	17	4096
St Johns Road	4	NO	24	9.823393085	17	8192
St Johns Road	4	NO	24	9.539044807	17	16384
St Johns Road	4	NO	24	10.594857	17	32768
St Johns Road	4	NO	24	11.6292696	17	65536
St Johns Road	4	NO	24	11.15587197	17	131072
St Johns Road	4	NO	24	10.44776968	17	262144
St Johns Road	4	NO	24	10.11277644	17	524288
St Johns Road	4	NO	24	0	18	1
St Johns Road	4	NO	24	8.800287791	18	1024
St Johns Road	4	NO	24	8.89352449	18	2048
St Johns Road	4	NO	24	9.059611092	18	4096
St Johns Road	4	NO	24	9.849842883	18	8192
St Johns Road	4	NO	24	9.542181882	18	16384
St Johns Road	4	NO	24	10.52783036	18	32768
St Johns Road	4	NO	24	11.63559865	18	65536
St Johns Road	4	NO	24	11.19175521	18	131072
St Johns Road	4	NO	24	10.47073659	18	262144
St Johns Road	4	NO	24	10.11678928	18	524288
St Johns Road	4	NO	24	0	19	1
St Johns Road	4	NO	24	8.800287791	19	1024
St Johns Road	4	NO	24	8.89352449	19	2048
St Johns Road	4	NO	24	9.059808573	19	4096
St Johns Road	4	NO	24	9.872925625	19	8192
St Johns Road	4	NO	24	9.550006614	19	16384
St Johns Road	4	NO	24	10.46327827	19	32768
St Johns Road	4	NO	24	11.63991994	19	65536
St Johns Road	4	NO	24	11.2257176	19	131072
St Johns Road	4	NO	24	10.49364446	19	262144
St Johns Road	4	NO	24	10.12145114	19	524288
St Johns Road	4	NO	24	0	20	1
St Johns Road	4	NO	24	8.800287791	20	1024
St Johns Road	4	NO	24	8.893524491	20	2048
St Johns Road	4	NO	24	9.059944295	20	4096
