55940766,-3224117,11,-92
55941313,-3223342,6,-92
55941313,-3223342,6,-92
55941510,-3223096,1,-90
55941510,-3223096,1,-98
55941790,-3222724,7,-92
55941790,-3222724,7,-104
55942679,-3221389,1,-87
55942912,-3221001,6,-88
55943029,-3220811,1,-94
55943160,-3220598,11,-97
55943160,-3220598,11,-99
55943258,-3220417,11,-92
55943258,-3220417,11,-99
55943340,-3220266,11,-93
55943525,-3219895,6,-96
55943525,-3219895,6,-98
55943920,-3218787,11,-101
55943920,-3218787,6,-97
55944091,-3218415,4,-92
55944580,-3217908,1,-75
55944849,-3217701,11,-89
55944849,-3217701,11,-88
55944849,-3217701,5,-90
55945012,-3217570,6,-110
55945012,-3217570,6,-97
55945079,-3217569,11,-100
55945748,-3219078,7,-94
55945748,-3219078,7,-97
55946922,-3219728,7,-91
55946922,-3219728,7,-93
55947079,-3219628,1,-96
55947637,-3219078,11,-97
55947914,-3218667,6,-97
55947914,-3218667,1,-91
55947914,-3218667,6,-95
55948071,-3218212,1,-97
55948137,-3217676,7,-94
55948383,-3217151,6,-96
55948648,-3217560,11,-95
55948648,-3217560,11,-96
55949822,-3216342,11,-102
55950190,-3215547,11,-97
55950296,-3214824,6,-96
55950296,-3214824,11,-98
55950173,-3214647,11,-98
55949817,-3213700,1,-93
55949918,-3213361,132,-87
55950644,-3211954,1,-97
55950929,-3211454,1,-88
55951175,-3210999,6,-83
55951247,-3210567,11,-94
55951247,-3210567,11,-99
55950566,-3208964,60,-87
55950334,-3208507,11,-92
55950216,-3208109,7,-92
55950216,-3208109,11,-94
55950216,-3208109,6,-94
55950405,-3207988,6,-92
55950713,-3208192,11,-95
55951174,-3207649,11,-101
55951295,-3206826,6,-95
55951267,-3206141,1,-93
55951029,-3205973,1,-86
55950786,-3205865,7,-90
55950786,-3205865,11,-95
55950786,-3205865,7,-91
55950786,-3205865,40,-92
55950786,-3205865,1,-86
55950786,-3205865,11,-87
55950786,-3205865,11,-100
55950692,-3205826,11,-96
55950692,-3205826,1,-89
55950692,-3205826,3,-93
55950540,-3205155,3,-84
55950540,-3205155,11,-96
55950662,-3204479,11,-91
55950662,-3204479,6,-100
55950777,-3203807,6,-88
55950777,-3203807,6,-92
55950777,-3203807,8,-97
55950777,-3203807,1,-86
55950777,-3203807,6,-81
55950859,-3203367,6,-86
55950859,-3203367,108,-80
55950859,-3203367,6,-82
55950859,-3203367,8,-84
55950915,-3203044,1,-88
55950982,-3202748,6,-97
55950982,-3202748,11,-101
55950982,-3202748,11,-92
55951062,-3202248,1,-84
55951062,-3202248,11,-92
55951156,-3201741,1,-83
55951156,-3201741,6,-102
55951287,-3201119,6,-93
55951287,-3201119,1,-91
55951376,-3200717,11,-96
55951453,-3200219,6,-97
55951485,-3200034,6,-89
55951552,-3199701,11,-90
55951631,-3199151,12,-95
55951631,-3199151,11,-87
55951631,-3199151,1,-91
55951758,-3198378,10,-93
55951829,-3198044,7,-97
55951829,-3198044,1,-96
55952006,-3197537,36,-93
55952006,-3197537,13,-97
55952045,-3197317,11,-96
55952125,-3196935,1,-91
55952125,-3196935,6,-84
55952188,-3196345,1,-91
55952238,-3195800,11,-87
55952238,-3195800,44,-90
55952384,-3194980,11,-94
55952384,-3194980,1,-85
55952384,-3194980,1,-97
55952550,-3194227,1,-90
55952602,-3194029,64,-87
55952661,-3193712,1,-96
55952661,-3193712,11,-88
55952661,-3193712,6,-95
55952661,-3193712,1,-99
55952875,-3193482,52,-87
55952875,-3193482,1,-96
55953008,-3193558,44,-94
55953008,-3193558,1,-98
55953240,-3193710,40,-92
55953404,-3193836,64,-88
55953404,-3193836,11,-96
55954246,-3194293,1,-82
55954246,-3194293,6,-97
55954577,-3194475,6,-100
55954577,-3194475,4,-96
55955548,-3194850,1,-95
55955730,-3194004,11,-98
55955984,-3192560,6,-94
55955984,-3192560,10,-97
55956214,-3191277,6,-88
55956214,-3191277,1,-90
55956214,-3191277,6,-93
55956289,-3190802,11,-90
55956289,-3190802,11,-90
55956289,-3190802,11,-92
55956335,-3190489,1,-89
55956335,-3190489,1,-93
55956506,-3189482,1,-97
55956506,-3189482,1,-89
55956506,-3189482,6,-88
55956562,-3189186,6,-87
55956618,-3188796,1,-99
55956628,-3188707,11,-97
55956641,-3188608,6,-97
55956641,-3188608,1,-95
55956678,-3188323,6,-99
55956712,-3188050,1,-97
55956712,-3188050,1,-92
55956712,-3188050,1,-98
55956709,-3187375,1,-96
55956680,-3186493,1,-94
55956465,-3186431,11,-87
55956184,-3186532,11,-97
55955208,-3186803,6,-86
55955101,-3186862,1,-95
55954716,-3187027,11,-93
55954716,-3187027,6,-77
55954484,-3187204,1,-96
55954484,-3187204,1,-95
55954311,-3187397,11,-96
55953741,-3188336,11,-94
55953741,-3188336,11,-100
55953419,-3188539,6,-94
55953419,-3188539,13,-98
55953201,-3189018,6,-93
55951637,-3188190,6,-95
55951377,-3188041,11,-99
55951377,-3188041,6,-97
55951274,-3187970,1,-94
55951274,-3187970,6,-97
55951094,-3187894,6,-94
55951094,-3187894,6,-98
55950594,-3187676,6,-85
55950594,-3187676,6,-85
55950594,-3187676,6,-81
55950494,-3187628,6,-98
55950431,-3187608,1,-99
55950200,-3187519,11,-93
55949227,-3187109,10,-90
55947514,-3186225,11,-91
55946956,-3185937,1,-98
55946956,-3185937,6,-96
55946956,-3185937,6,-83
55946956,-3185937,11,-94
55946956,-3185937,6,-94
55946956,-3185937,4,-95
55941338,-3180674,6,-80
55941338,-3180674,6,-92
55941338,-3180674,5,-92
55941338,-3180674,6,-99
55941338,-3180674,9,-98
55941502,-3183593,7,-78
55941502,-3183593,6,-92
55941502,-3183593,11,-99
55941502,-3183593,6,-91
55941502,-3183593,11,-97
55940661,-3182661,11,-88
55940661,-3182661,1,-99
55940661,-3182661,6,-88
55940401,-3182921,1,-99
55940401,-3182921,11,-90
55940370,-3183138,11,-99
55940370,-3183138,11,-98
55940338,-3183348,6,-95
55940338,-3183348,6,-95
55940338,-3183348,11,-98
55939927,-3184793,1,-94
55939821,-3185314,1,-96
55939747,-3186031,6,-94
55939747,-3186031,6,-92
55939731,-3186274,11,-95
55939720,-3186626,1,-90
55939720,-3186626,1,-95
55939720,-3186626,1,-94
55939689,-3186970,11,-97
55939689,-3186970,11,-99
55939669,-3187094,11,-96
55939669,-3187094,6,-95
55939669,-3187094,11,-99
55939176,-3191504,11,-89
55938829,-3191480,13,-97
55938829,-3191480,11,-96
55938466,-3191447,10,-94
55938466,-3191447,10,-94
55938337,-3191445,11,-96
55938337,-3191445,1,-87
55938337,-3191445,11,-110
55938290,-3191454,1,-92
55938290,-3191454,6,-103
55938290,-3191454,1,-98
55938290,-3191454,1,-99
55938290,-3191454,3,-96
55938235,-3191455,7,-95
55938235,-3191455,7,-95
55938182,-3191480,11,-91
55938113,-3191906,11,-91
55938113,-3191906,11,-96
55938113,-3191906,11,-96
55938113,-3191906,11,-89
55938113,-3192113,4,-97
55938113,-3192113,6,-94
55938113,-3192113,11,-97
55938123,-3192357,5,-80
55938120,-3192701,9,-85
55938120,-3192701,6,-96
55938120,-3192701,9,-87
55938120,-3192701,6,-96
55938120,-3192701,1,-92
55938085,-3193017,6,-87
55938085,-3193017,6,-86
55937856,-3193100,11,-89
55937637,-3193124,7,-86
55937637,-3193124,11,-78
55937263,-3193290,6,-98
55937263,-3193290,6,-109
55936799,-3193728,11,-89
55936522,-3194123,1,-100
55936522,-3194123,1,-96
55935251,-3194140,1,-94
55935120,-3194072,7,-93
55935120,-3194072,6,-99
55935120,-3194072,6,-95
55934294,-3193720,6,-100
55934294,-3193720,7,-95
55934294,-3193720,6,-97
55934294,-3193720,7,-94
55934113,-3193653,7,-95
55933256,-3193258,6,-93
55933256,-3193258,6,-98
55932388,-3192848,6,-92
55932388,-3192848,11,-97
55932388,-3192848,6,-96
55932388,-3192848,1,-96
55932388,-3192848,11,-95
55931425,-3192419,7,-91
55931425,-3192419,7,-80
55931425,-3192419,7,-92
55930839,-3191633,11,-85
55930839,-3191633,9,-94
55930839,-3191633,11,-85
55930839,-3191633,9,-93
55930759,-3191065,1,-86
55930759,-3191065,1,-87
55930347,-3189394,11,-91
55930347,-3189394,11,-91
55929553,-3188899,1,-91
55929553,-3188899,1,-90
55929553,-3188899,1,-106
55929553,-3188899,1,-91
55929293,-3188728,6,-87
55929293,-3188728,11,-98
55928964,-3188497,11,-94
55928964,-3188497,11,-96
55928792,-3188371,11,-87
55928038,-3187912,11,-97
55928038,-3187912,11,-87
55928038,-3187912,1,-95
55928038,-3187912,11,-90
55927916,-3187829,11,-96
55927806,-3187894,1,-98
55927806,-3187894,1,-96
55927757,-3188704,11,-91
55927764,-3188806,6,-91
55927764,-3188806,6,-93
55927727,-3189388,1,-91
55927727,-3189388,1,-91
55927680,-3190035,9,-99
55927680,-3190035,9,-91
55927535,-3192104,1,-96
55927535,-3192104,1,-98
55926917,-3193253,11,-94
55926917,-3193253,11,-95
55926057,-3193039,11,-98
55926053,-3192842,11,-95
55926109,-3190543,11,-97
55926109,-3190543,11,-97
55926199,-3188923,11,-96
55926314,-3187025,10,-99
55926314,-3187025,10,-95
55926314,-3187025,4,-93
55926305,-3188023,1,-91
55926205,-3189549,11,-94
55926205,-3189549,11,-94
55926099,-3191577,1,-97
55926049,-3196723,11,-92
55926049,-3196723,11,-95
55925781,-3198858,11,-87
55925781,-3198858,1,-96
55925781,-3198858,11,-84
55925781,-3198858,1,-97
55925625,-3199583,1,-95
55925625,-3199583,1,-98
55925328,-3200663,1,-93
55924955,-3202455,11,-95
55924955,-3202455,11,-96
55924643,-3205661,10,-97
55924643,-3205661,10,-98
55926058,-3209313,1,-91
55926058,-3209313,1,-91
55926304,-3209282,11,-94
55926304,-3209282,11,-96
55926693,-3209220,7,-86
55926693,-3209220,11,-98
55926693,-3209220,11,-96
55926693,-3209220,7,-87
55926693,-3209220,1,-92
55926944,-3209265,11,-95
55926944,-3209265,11,-72
55926944,-3209265,11,-73
55927417,-3209435,11,-86
55927715,-3209473,1,-103
55927715,-3209473,6,-89
55927715,-3209473,7,-85
55927715,-3209473,1,-109
55927715,-3209473,7,-101
55928126,-3209536,1,-96
55928126,-3209536,6,-90
55928126,-3209536,1,-96
55928174,-3209413,1,-93
55928500,-3209513,11,-96
55928833,-3209572,7,-92
55928833,-3209572,11,-89
55928833,-3209572,11,-92
55928833,-3209572,11,-90
55929299,-3209657,10,-92
55929299,-3209657,10,-93
55929299,-3209657,2,-89
55929540,-3209709,44,-92
55929540,-3209709,9,-92
55929540,-3209709,11,-95
55929612,-3209723,6,-96
55929612,-3209723,11,-95
55929612,-3209723,11,-79
55929612,-3209723,3,-97
55929906,-3209784,6,-90
55929906,-3209784,11,-88
55930205,-3209849,6,-94
55930205,-3209849,6,-95
55930342,-3209881,7,-85
55930342,-3209881,7,-86
55930409,-3209894,11,-82
55930409,-3209894,11,-82
55931888,-3210129,6,-93
55932163,-3210145,6,-90
55932163,-3210145,6,-96
55932487,-3210158,6,-86
55932487,-3210158,8,-88
55932487,-3210158,11,-97
55932570,-3210163,11,-86
55932570,-3210163,1,-91
55932570,-3210163,11,-85
55932880,-3210181,11,-91
55932880,-3210181,11,-90
55934358,-3210173,2,-86
55934358,-3210173,8,-103
55934793,-3210131,1,-89
55935118,-3210160,1,-91
55935118,-3210160,1,-91
55935473,-3210168,1,-100
55935473,-3210168,1,-92
55935787,-3210016,1,-86
55935787,-3210016,1,-90
55935975,-3209622,11,-86
55935975,-3209622,7,-87
55935975,-3209622,7,-89
55935975,-3209622,11,-87
55936050,-3209436,11,-90
55936050,-3209436,11,-88
55936076,-3209347,13,-88
55936361,-3208457,11,-95
55936361,-3208457,4,-88
55936361,-3208457,11,-96
55936526,-3208088,11,-92
55936526,-3208088,11,-91
55936663,-3207853,6,-96
55936663,-3207853,6,-96
55936663,-3207853,11,-92
55936946,-3207347,1,-89
55937078,-3207124,1,-86
55937078,-3207124,36,-81
55937078,-3207124,1,-96
55937133,-3207040,6,-89
55937133,-3207040,1,-82
55937133,-3207040,1,-89
55937133,-3207040,6,-93
55937133,-3207040,11,-84
55937329,-3206708,7,-94
55937668,-3206133,6,-95
55937983,-3205651,6,-94
55937983,-3205651,11,-95
55938236,-3205350,6,-89
55939001,-3204827,11,-94
55939001,-3204827,7,-95
55939001,-3204827,7,-95
55939001,-3204827,3,-90
55939610,-3204628,1,-84
55939610,-3204628,11,-95
55939610,-3204628,1,-83
55939852,-3204516,6,-97
55939897,-3204495,4,-89
55939897,-3204495,6,-95
55940603,-3203851,6,-84
55940603,-3203851,5,-84
55940603,-3203851,6,-87
55940818,-3203642,6,-95
55941070,-3203402,9,-94
55941717,-3204773,6,-96
55941717,-3204773,6,-91
55941717,-3204773,6,-99
55941717,-3204773,1,-92
55941677,-3204954,11,-92
55941677,-3204954,11,-90
55941607,-3205933,1,-89
55941607,-3205933,1,-93
55941368,-3207561,11,-100
55941368,-3207561,11,-94
55941272,-3208147,1,-90
55941272,-3208147,1,-98
55941146,-3208878,11,-97
55941018,-3209418,5,-101
55941018,-3209418,1,-95
55941018,-3209418,7,-76
55941018,-3209418,11,-94
55941018,-3209418,7,-81
55940465,-3210495,6,-96
55940465,-3210495,6,-97
55940236,-3210950,1,-96
55940236,-3210950,1,-102
55939795,-3211842,1,-93
55939795,-3211842,1,-95
55939536,-3212336,7,-96
55939536,-3212336,7,-97
55939409,-3212575,11,-97
55939409,-3212575,11,-97
55939409,-3212575,11,-98
55939409,-3212575,11,-96
55939371,-3212665,8,-94
55939141,-3213136,1,-75
55939141,-3213136,1,-74
55938837,-3213668,1,-94
55938837,-3213668,1,-92
55938360,-3214787,1,-87
55938132,-3215284,1,-97
55938132,-3215284,6,-97
55938132,-3215284,1,-96
55937880,-3215869,11,-96
55937880,-3215869,11,-97
55937521,-3216629,5,-90
55937521,-3216629,11,-95
55937521,-3216629,11,-94
55937284,-3216868,11,-93
55937284,-3216868,11,-90
55937194,-3217112,7,-92
55937194,-3217112,7,-94
55937058,-3217550,9,-97
55936885,-3218020,1,-96
55936885,-3218020,1,-86
55936885,-3218020,1,-98
55936885,-3218020,1,-88
55936788,-3218378,11,-95
55936788,-3218378,11,-93
55935951,-3221096,6,-81
55934435,-3222840,11,-96
55934435,-3222840,11,-96
55933976,-3223204,1,-94
55933976,-3223204,1,-94
55933235,-3223821,11,-96
55933235,-3223821,11,-96
55931965,-3224933,1,-96
