55.953421	-3.189144
55.940263	-3.291214
55.95268	-3.19369
55.95219	-3.19638
55.95106	-3.20338
55.95059	-3.20616
55.95042	-3.20709
55.950067	-3.20729
55.94073	-3.28220
55.932308	-3.206615
55.934507	-3.195483
55.936467	-3.183336
55.946579	-3.18555
55.970642	-3.17178
55.95280	-3.20052
55.950998	-3.187845
55.957268	-3.185311
55.957265	-3.168431
55.931465	-3.176839
55.933435	-3.178062
55.936278	-3.169962
55.956904	-3.164701
55.956383	-3.161761
55.954931	-3.149689
55.950895	-3.129138
55.943267	-3.119335
55.9435	-3.117269
55.965986	-3.170074
55.953559	-3.174278
55.95215	-3.176689
55.951266	-3.18033
55.947873	-3.187796
55.977435	-3.175932
55.978784	-3.182416
55.976919	-3.192567
55.956765	-3.187215
55.956051	-3.192133
55.9565	-3.198775
55.971229	-3.209149
55.967074	-3.234975
55.957016	-3.224362
55.955107	-3.220856
55.947579	-3.219019
55.946714	-3.219502
55.927715	-3.209473
55.929553	-3.188899
55.937263	-3.19329
55.938337	-3.191445
55.945012	-3.21757
55.937822	-3.232563
55.937412	-3.234187
55.950887	-3.243117
55.952001	-3.205681
