#o3_ppb	temp	humid	time
6.93	4.8	72	2014-02-03T14:37:00
5.58	4.8	72	2014-02-03T14:36:00
8.36	4.8	72	2014-02-03T14:35:00
8.88	4.8	72	2014-02-03T14:34:00
9.35	4.8	72	2014-02-03T14:33:00
9.75	4.8	71.5	2014-02-03T14:32:00
9	4.8	71.2	2014-02-03T14:31:00
6.86	4.8	71.2	2014-02-03T14:30:00
6.3	4.8	71.2	2014-02-03T14:29:00
7.5	4.8	71.2	2014-02-03T14:28:00
7.43	4.8	71.2	2014-02-03T14:27:00
5.71	4.8	71.2	2014-02-03T14:26:00
8.82	4.8	71.2	2014-02-03T14:25:00
9.34	4.8	71.2	2014-02-03T14:24:00
5.89	4.8	71.2	2014-02-03T14:23:00
7.01	4.54	72.4	2014-02-03T14:22:00
9.75	4.4	73	2014-02-03T14:21:00
9.42	4.4	73	2014-02-03T14:20:00
8.11	4.4	73	2014-02-03T14:19:00
6.72	4.4	73	2014-02-03T14:18:00
6.24	4.4	73	2014-02-03T14:17:00
7.33	4.4	73	2014-02-03T14:16:00
7	4.4	73	2014-02-03T14:15:00
6.24	4.4	73	2014-02-03T14:14:00
7.24	4.4	73	2014-02-03T14:13:00
6.28	4.46	72.9	2014-02-03T14:12:00
7.4	4.5	72.9	2014-02-03T14:11:00
4.54	4.5	72.9	2014-02-03T14:10:00
5.63	4.5	72.9	2014-02-03T14:09:00
4.57	4.5	72.9	2014-02-03T14:08:00
6	4.5	72.9	2014-02-03T14:07:00
8.11	4.5	72.9	2014-02-03T14:06:00
8.12	4.5	72.9	2014-02-03T14:05:00
4.45	4.5	72.9	2014-02-03T14:04:00
7.82	4.5	72.9	2014-02-03T14:03:00
10.4	4.37	73.7	2014-02-03T14:02:00
10.4	4.3	74.1	2014-02-03T14:01:00
11.3	4.3	74.1	2014-02-03T14:00:00
11.3	4.3	74.1	2014-02-03T13:59:00
8.77	4.3	74.1	2014-02-03T13:58:00
8.1	4.3	74.1	2014-02-03T13:57:00
10	4.3	74.1	2014-02-03T13:56:00
7.01	4.3	74.1	2014-02-03T13:55:00
3.94	4.3	74.1	2014-02-03T13:54:00
4.66	4.3	74.1	2014-02-03T13:53:00
6.74	4.63	73.6	2014-02-03T13:52:00
7.04	4.8	73.3	2014-02-03T13:51:00
6.86	4.8	73.3	2014-02-03T13:50:00
7.5	4.8	73.3	2014-02-03T13:49:00
6.73	4.8	73.3	2014-02-03T13:48:00
8.44	4.8	73.3	2014-02-03T13:47:00
8.59	4.8	73.3	2014-02-03T13:46:00
6.02	4.8	73.3	2014-02-03T13:45:00
4.99	4.8	73.3	2014-02-03T13:44:00
6.94	4.8	73.3	2014-02-03T13:43:00
7.93	4.61	74.3	2014-02-03T13:42:00
7.81	4.5	74.8	2014-02-03T13:41:00
7.84	4.5	74.8	2014-02-03T13:40:00
7.93	4.5	74.8	2014-02-03T13:39:00
7.62	4.5	74.8	2014-02-03T13:38:00
7.41	4.5	74.8	2014-02-03T13:37:00
6.09	4.5	74.8	2014-02-03T13:36:00
7.09	4.5	74.8	2014-02-03T13:35:00
5.87	4.5	74.8	2014-02-03T13:34:00
5.59	4.5	74.8	2014-02-03T13:33:00
5.25	4.37	75.2	2014-02-03T13:32:00
5.47	4.3	75.4	2014-02-03T13:31:00
5.3	4.3	75.4	2014-02-03T13:30:00
6.96	4.3	75.4	2014-02-03T13:29:00
6.51	4.3	75.4	2014-02-03T13:28:00
4.12	4.3	75.4	2014-02-03T13:27:00
4.77	4.3	75.4	2014-02-03T13:26:00
6.27	4.3	75.4	2014-02-03T13:25:00
4.84	4.3	75.4	2014-02-03T13:24:00
2.95	4.3	75.4	2014-02-03T13:23:00
2.53	4.3	75.1	2014-02-03T13:22:00
4.36	4.3	74.9	2014-02-03T13:21:00
4.78	4.3	74.9	2014-02-03T13:20:00
6.72	4.3	74.9	2014-02-03T13:19:00
5.58	4.3	74.9	2014-02-03T13:18:00
4.24	4.3	74.9	2014-02-03T13:17:00
8.17	4.3	74.9	2014-02-03T13:16:00
9.06	4.3	74.9	2014-02-03T13:15:00
7.38	4.3	74.9	2014-02-03T13:14:00
6.24	4.3	74.9	2014-02-03T13:13:00
7.77	4.24	75.6	2014-02-03T13:12:00
9.2	4.2	75.9	2014-02-03T13:11:00
8.86	4.2	75.9	2014-02-03T13:10:00
8.65	4.2	75.9	2014-02-03T13:09:00
8.13	4.2	75.9	2014-02-03T13:08:00
9.02	4.2	75.9	2014-02-03T13:07:00
8.88	4.2	75.9	2014-02-03T13:06:00
6.41	4.2	75.9	2014-02-03T13:05:00
4	4.2	75.9	2014-02-03T13:04:00
4.18	4.2	75.9	2014-02-03T13:03:00
5.21	4.2	75.2	2014-02-03T13:02:00
6.39	4.2	74.8	2014-02-03T13:01:00
5.75	4.2	74.8	2014-02-03T13:00:00
5.37	4.2	74.8	2014-02-03T12:59:00
8.17	4.2	74.8	2014-02-03T12:58:00
8.92	4.2	74.8	2014-02-03T12:57:00
7.96	4.2	74.8	2014-02-03T12:56:00
7.34	4.2	74.8	2014-02-03T12:55:00
5.35	4.2	74.8	2014-02-03T12:54:00
6.23	4.2	74.8	2014-02-03T12:53:00
7.18	4.2	74.8	2014-02-03T12:52:00
5.72	4.2	74.8	2014-02-03T12:51:00
5.78	4.2	74.8	2014-02-03T12:50:00
7.81	4.2	74.8	2014-02-03T12:49:00
5.19	4.2	74.8	2014-02-03T12:48:00
6	4.2	74.8	2014-02-03T12:47:00
5.64	4.2	74.8	2014-02-03T12:46:00
7.11	4.2	74.8	2014-02-03T12:45:00
7.58	4.2	74.8	2014-02-03T12:44:00
9.56	4.2	74.8	2014-02-03T12:43:00
9.77	4.33	74.5	2014-02-03T12:42:00
9.16	4.4	74.4	2014-02-03T12:41:00
7.82	4.4	74.4	2014-02-03T12:40:00
9.22	4.4	74.4	2014-02-03T12:39:00
9.81	4.4	74.4	2014-02-03T12:38:00
8.6	4.4	74.4	2014-02-03T12:37:00
9.67	4.4	74.4	2014-02-03T12:36:00
8.6	4.4	74.4	2014-02-03T12:35:00
7.15	4.4	74.4	2014-02-03T12:34:00
6.82	4.4	74.4	2014-02-03T12:33:00
9.38	4.07	75.6	2014-02-03T12:32:00
8.94	3.9	76.2	2014-02-03T12:31:00
9.23	3.9	76.2	2014-02-03T12:30:00
8.45	3.9	76.2	2014-02-03T12:29:00
9.24	3.9	76.2	2014-02-03T12:28:00
6.63	3.9	76.2	2014-02-03T12:27:00
5.81	3.9	76.2	2014-02-03T12:26:00
7.25	3.9	76.2	2014-02-03T12:25:00
6.4	3.9	76.2	2014-02-03T12:24:00
6.73	3.9	76.2	2014-02-03T12:23:00
8.57	4.03	75.9	2014-02-03T12:22:00
9.01	4.1	75.8	2014-02-03T12:21:00
8.94	4.1	75.8	2014-02-03T12:20:00
5.92	4.1	75.8	2014-02-03T12:19:00
4.96	4.1	75.8	2014-02-03T12:18:00
6.66	4.1	75.8	2014-02-03T12:17:00
10.1	4.1	75.8	2014-02-03T12:16:00
6.78	4.1	75.8	2014-02-03T12:15:00
5.22	4.1	75.8	2014-02-03T12:14:00
7.38	4.1	75.8	2014-02-03T12:13:00
6.16	4.17	75.3	2014-02-03T12:12:00
5.64	4.2	75.1	2014-02-03T12:11:00
5.86	4.2	75.1	2014-02-03T12:10:00
6.33	4.2	75.1	2014-02-03T12:09:00
7.9	4.2	75.1	2014-02-03T12:08:00
8.77	4.2	75.1	2014-02-03T12:07:00
8.84	4.2	75.1	2014-02-03T12:06:00
9.24	4.2	75.1	2014-02-03T12:05:00
9.07	4.2	75.1	2014-02-03T12:04:00
9.48	4.2	75.1	2014-02-03T12:03:00
9.18	4.26	75.2	2014-02-03T12:02:00
7.63	4.3	75.2	2014-02-03T12:01:00
8.87	4.3	75.2	2014-02-03T12:00:00
8.53	4.3	75.2	2014-02-03T11:59:00
7.46	4.3	75.2	2014-02-03T11:58:00
6.73	4.3	75.2	2014-02-03T11:57:00
6.06	4.3	75.2	2014-02-03T11:56:00
8.58	4.3	75.2	2014-02-03T11:55:00
8.71	4.3	75.2	2014-02-03T11:54:00
7.14	4.3	75.2	2014-02-03T11:53:00
7.92	4.11	75.8	2014-02-03T11:52:00
7.84	4	76.2	2014-02-03T11:51:00
5.96	4	76.2	2014-02-03T11:50:00
4.29	4	76.2	2014-02-03T11:49:00
4.66	4	76.2	2014-02-03T11:48:00
4.57	4	76.2	2014-02-03T11:47:00
4.78	4	76.2	2014-02-03T11:46:00
5.85	4	76.2	2014-02-03T11:45:00
6.91	4	76.2	2014-02-03T11:44:00
5.91	4	76.2	2014-02-03T11:43:00
4.68	4.07	75.9	2014-02-03T11:42:00
4.13	4.1	75.8	2014-02-03T11:41:00
2.99	4.1	75.8	2014-02-03T11:40:00
2.75	4.1	75.8	2014-02-03T11:39:00
3.29	4.1	75.8	2014-02-03T11:38:00
5.26	4.1	75.8	2014-02-03T11:37:00
6.71	4.1	75.8	2014-02-03T11:36:00
6.48	4.1	75.8	2014-02-03T11:35:00
4.77	4.1	75.8	2014-02-03T11:34:00
4.59	4.1	75.8	2014-02-03T11:33:00
6.61	4.04	75.9	2014-02-03T11:32:00
6.14	4	75.9	2014-02-03T11:31:00
4.35	4	75.9	2014-02-03T11:30:00
5.96	4	75.9	2014-02-03T11:29:00
8.07	4	75.9	2014-02-03T11:28:00
8.41	4	75.9	2014-02-03T11:27:00
8.36	4	75.9	2014-02-03T11:26:00
8.29	4	75.9	2014-02-03T11:25:00
6.52	4	75.9	2014-02-03T11:24:00
6.6	4	75.9	2014-02-03T11:23:00
8.09	4.07	76.2	2014-02-03T11:22:00
8.5	4.1	76.4	2014-02-03T11:21:00
8.11	4.1	76.4	2014-02-03T11:20:00
6.76	4.1	76.4	2014-02-03T11:19:00
5.32	4.1	76.4	2014-02-03T11:18:00
4.75	4.1	76.4	2014-02-03T11:17:00
5.51	4.1	76.4	2014-02-03T11:16:00
6.9	4.1	76.4	2014-02-03T11:15:00
7.46	4.1	76.4	2014-02-03T11:14:00
6.55	4.1	76.4	2014-02-03T11:13:00
5.72	4.1	77	2014-02-03T11:12:00
5.79	4.1	77.4	2014-02-03T11:11:00
5.94	4.1	77.4	2014-02-03T11:10:00
6.35	4.1	77.4	2014-02-03T11:09:00
6.78	4.1	77.4	2014-02-03T11:08:00
6.55	4.1	77.4	2014-02-03T11:07:00
6.28	4.1	77.4	2014-02-03T11:06:00
6.39	4.1	77.4	2014-02-03T11:05:00
5.81	4.1	77.4	2014-02-03T11:04:00
5.49	4.1	77.4	2014-02-03T11:03:00
5.1	3.97	77.5	2014-02-03T11:02:00
5.15	3.9	77.6	2014-02-03T11:01:00
6.12	3.9	77.6	2014-02-03T11:00:00
6.12	3.9	77.6	2014-02-03T10:59:00
6.37	3.9	77.6	2014-02-03T10:58:00
7.07	3.9	77.6	2014-02-03T10:57:00
5.68	3.9	77.6	2014-02-03T10:56:00
5.48	3.9	77.6	2014-02-03T10:55:00
6.36	3.9	77.6	2014-02-03T10:54:00
5.89	3.9	77.6	2014-02-03T10:53:00
5.58	4.16	76.8	2014-02-03T10:52:00
7.29	4.3	76.4	2014-02-03T10:51:00
6.59	4.3	76.4	2014-02-03T10:50:00
7.4	4.3	76.4	2014-02-03T10:49:00
6.56	4.3	76.4	2014-02-03T10:48:00
7.13	4.3	76.4	2014-02-03T10:47:00
6.9	4.3	76.4	2014-02-03T10:46:00
7.31	4.3	76.4	2014-02-03T10:45:00
7.29	4.3	76.4	2014-02-03T10:44:00
5.71	4.3	76.4	2014-02-03T10:43:00
6.08	4.04	77.1	2014-02-03T10:42:00
7.22	3.9	77.4	2014-02-03T10:41:00
6.5	3.9	77.4	2014-02-03T10:40:00
6.22	3.9	77.4	2014-02-03T10:39:00
5.51	3.9	77.4	2014-02-03T10:38:00
7.08	3.9	77.4	2014-02-03T10:37:00
7.83	3.9	77.4	2014-02-03T10:36:00
6.08	3.9	77.4	2014-02-03T10:35:00
7.11	3.9	77.4	2014-02-03T10:34:00
7.19	3.9	77.4	2014-02-03T10:33:00
7.69	3.9	77.8	2014-02-03T10:32:00
6.74	3.9	78	2014-02-03T10:31:00
8.04	3.9	78	2014-02-03T10:30:00
8.72	3.9	78	2014-02-03T10:29:00
8.56	3.9	78	2014-02-03T10:28:00
6.2	3.9	78	2014-02-03T10:27:00
5.88	3.9	78	2014-02-03T10:26:00
6.56	3.9	78	2014-02-03T10:25:00
6.59	3.9	78	2014-02-03T10:24:00
4.88	3.9	78	2014-02-03T10:23:00
5.97	3.77	78.5	2014-02-03T10:22:00
7.66	3.7	78.8	2014-02-03T10:21:00
10.3	3.7	78.8	2014-02-03T10:20:00
9.69	3.7	78.8	2014-02-03T10:19:00
9.04	3.7	78.8	2014-02-03T10:18:00
8.43	3.7	78.8	2014-02-03T10:17:00
7.09	3.7	78.8	2014-02-03T10:16:00
8.02	3.7	78.8	2014-02-03T10:15:00
7.7	3.7	78.8	2014-02-03T10:14:00
6.86	3.7	78.8	2014-02-03T10:13:00
5.37	3.64	79.1	2014-02-03T10:12:00
4.05	3.6	79.3	2014-02-03T10:11:00
5.93	3.6	79.3	2014-02-03T10:10:00
7.06	3.6	79.3	2014-02-03T10:09:00
7	3.6	79.3	2014-02-03T10:08:00
6.48	3.6	79.3	2014-02-03T10:07:00
7.7	3.6	79.3	2014-02-03T10:06:00
5.75	3.6	79.3	2014-02-03T10:05:00
5.88	3.6	79.3	2014-02-03T10:04:00
7.17	3.6	79.3	2014-02-03T10:03:00
6.36	3.47	79.5	2014-02-03T10:02:00
5.73	3.4	79.6	2014-02-03T10:01:00
5.35	3.4	79.6	2014-02-03T10:00:00
5.87	3.4	79.6	2014-02-03T09:59:00
6.56	3.4	79.6	2014-02-03T09:58:00
7.3	3.4	79.6	2014-02-03T09:57:00
5.92	3.4	79.6	2014-02-03T09:56:00
4.08	3.4	79.6	2014-02-03T09:55:00
4.26	3.4	79.6	2014-02-03T09:54:00
4.94	3.4	79.6	2014-02-03T09:53:00
5.56	3.4	80.4	2014-02-03T09:52:00
4.84	3.4	80.9	2014-02-03T09:51:00
3.5	3.4	80.9	2014-02-03T09:50:00
3.4	3.4	80.9	2014-02-03T09:49:00
5.86	3.4	80.9	2014-02-03T09:48:00
5.42	3.4	80.9	2014-02-03T09:47:00
4.89	3.4	80.9	2014-02-03T09:46:00
5.14	3.4	80.9	2014-02-03T09:45:00
6.69	3.4	80.9	2014-02-03T09:44:00
6.23	3.4	80.9	2014-02-03T09:43:00
4.51	3.27	81.8	2014-02-03T09:42:00
4.51	3.2	82.3	2014-02-03T09:41:00
4.57	3.2	82.3	2014-02-03T09:40:00
4.53	3.2	82.3	2014-02-03T09:39:00
5.5	3.2	82.3	2014-02-03T09:38:00
6.29	3.2	82.3	2014-02-03T09:37:00
5.05	3.2	82.3	2014-02-03T09:36:00
4.5	3.2	82.3	2014-02-03T09:35:00
5.22	3.2	82.3	2014-02-03T09:34:00
6.03	3.2	82.3	2014-02-03T09:33:00
6.87	3.2	82	2014-02-03T09:32:00
5.95	3.2	81.9	2014-02-03T09:31:00
4.72	3.2	81.9	2014-02-03T09:30:00
4.82	3.2	81.9	2014-02-03T09:29:00
4.85	3.2	81.9	2014-02-03T09:28:00
4.39	3.2	81.9	2014-02-03T09:27:00
4.23	3.2	81.9	2014-02-03T09:26:00
2.84	3.2	81.9	2014-02-03T09:25:00
1.89	3.2	81.9	2014-02-03T09:24:00
2.17	3.2	81.9	2014-02-03T09:23:00
2.65	3.07	82.2	2014-02-03T09:22:00
2.52	3	82.3	2014-02-03T09:21:00
2.02	3	82.3	2014-02-03T09:20:00
1.19	3	82.3	2014-02-03T09:19:00
1.72	3	82.3	2014-02-03T09:18:00
2.46	3	82.3	2014-02-03T09:17:00
2.81	3	82.3	2014-02-03T09:16:00
2.35	3	82.3	2014-02-03T09:15:00
1.94	3	82.3	2014-02-03T09:14:00
1.68	3	82.3	2014-02-03T09:13:00
1.16	3	82.5	2014-02-03T09:12:00
1.55	3	82.6	2014-02-03T09:11:00
2.39	3	82.6	2014-02-03T09:10:00
3.57	3	82.6	2014-02-03T09:09:00
3.15	3	82.6	2014-02-03T09:08:00
2.91	3	82.6	2014-02-03T09:07:00
3.69	3	82.6	2014-02-03T09:06:00
2.94	3	82.6	2014-02-03T09:05:00
2.33	3	82.6	2014-02-03T09:04:00
2.16	3	82.6	2014-02-03T09:03:00
1.98	3	83.1	2014-02-03T09:02:00
2.48	3	83.3	2014-02-03T09:01:00
2.62	3	83.3	2014-02-03T09:00:00
2.82	3	83.3	2014-02-03T08:59:00
2.99	3	83.3	2014-02-03T08:58:00
2.1	3	83.3	2014-02-03T08:57:00
2	3	83.3	2014-02-03T08:56:00
2.24	3	83.3	2014-02-03T08:55:00
1.92	3	83.3	2014-02-03T08:54:00
2.04	3	83.3	2014-02-03T08:53:00
1.98	3.06	83.4	2014-02-03T08:52:00
1.83	3.1	83.4	2014-02-03T08:51:00
1.63	3.1	83.4	2014-02-03T08:50:00
0.955	3.1	83.4	2014-02-03T08:49:00
0.855	3.1	83.4	2014-02-03T08:48:00
1.07	3.1	83.4	2014-02-03T08:47:00
1.2	3.1	83.4	2014-02-03T08:46:00
1.69	3.1	83.4	2014-02-03T08:45:00
2.22	3.1	83.4	2014-02-03T08:44:00
2.32	3.1	83.4	2014-02-03T08:43:00
2.66	3.04	83.6	2014-02-03T08:42:00
2.08	3	83.7	2014-02-03T08:41:00
2.12	3	83.7	2014-02-03T08:40:00
2.91	3	83.7	2014-02-03T08:39:00
3.41	3	83.7	2014-02-03T08:38:00
3.44	3	83.7	2014-02-03T08:37:00
2.29	3	83.7	2014-02-03T08:36:00
2.13	3	83.7	2014-02-03T08:35:00
1.7	3	83.7	2014-02-03T08:34:00
1.56	3	83.7	2014-02-03T08:33:00
1.34	3.06	84	2014-02-03T08:32:00
2.15	3.1	84.2	2014-02-03T08:31:00
2.92	3.1	84.2	2014-02-03T08:30:00
2.68	3.1	84.2	2014-02-03T08:29:00
3.23	3.1	84.2	2014-02-03T08:28:00
2.94	3.1	84.2	2014-02-03T08:27:00
2.38	3.1	84.2	2014-02-03T08:26:00
3.24	3.1	84.2	2014-02-03T08:25:00
4.9	3.1	84.2	2014-02-03T08:24:00
5.88	3.1	84.2	2014-02-03T08:23:00
4.47	3.03	84.4	2014-02-03T08:22:00
3.12	3	84.5	2014-02-03T08:21:00
3.12	3	84.5	2014-02-03T08:20:00
2.4	3	84.5	2014-02-03T08:19:00
1.95	3	84.5	2014-02-03T08:18:00
1.94	3	84.5	2014-02-03T08:17:00
2.28	3	84.5	2014-02-03T08:16:00
2.89	3	84.5	2014-02-03T08:15:00
2.23	3	84.5	2014-02-03T08:14:00
2.01	3	84.5	2014-02-03T08:13:00
2.4	2.94	84.4	2014-02-03T08:12:00
2.43	2.9	84.3	2014-02-03T08:11:00
2.03	2.9	84.3	2014-02-03T08:10:00
2.34	2.9	84.3	2014-02-03T08:09:00
2.6	2.9	84.3	2014-02-03T08:08:00
1.16	2.9	84.3	2014-02-03T08:07:00
1.46	2.9	84.3	2014-02-03T08:06:00
1.47	2.9	84.3	2014-02-03T08:05:00
1.97	2.9	84.3	2014-02-03T08:04:00
3.52	2.9	84.3	2014-02-03T08:03:00
3.28	2.9	84.9	2014-02-03T08:02:00
3.09	2.9	85.2	2014-02-03T08:01:00
3.17	2.9	85.2	2014-02-03T08:00:00
3.61	2.9	85.2	2014-02-03T07:59:00
4.68	2.9	85.2	2014-02-03T07:58:00
4.92	2.9	85.2	2014-02-03T07:57:00
4.35	2.9	85.2	2014-02-03T07:56:00
4.53	2.9	85.2	2014-02-03T07:55:00
2.68	2.9	85.2	2014-02-03T07:54:00
2.91	2.9	85.2	2014-02-03T07:53:00
4.34	3.03	83.9	2014-02-03T07:52:00
3.78	3.1	83.2	2014-02-03T07:51:00
2.28	3.1	83.2	2014-02-03T07:50:00
2.39	3.1	83.2	2014-02-03T07:49:00
4.2	3.1	83.2	2014-02-03T07:48:00
5.62	3.1	83.2	2014-02-03T07:47:00
3.46	3.1	83.2	2014-02-03T07:46:00
2.97	3.1	83.2	2014-02-03T07:45:00
2.82	3.1	83.2	2014-02-03T07:44:00
3.64	3.1	83.2	2014-02-03T07:43:00
4.23	2.78	85	2014-02-03T07:42:00
3.23	2.6	86	2014-02-03T07:41:00
3.51	2.6	86	2014-02-03T07:40:00
3.71	2.6	86	2014-02-03T07:39:00
4.36	2.6	86	2014-02-03T07:38:00
4.59	2.6	86	2014-02-03T07:37:00
4.7	2.6	86	2014-02-03T07:36:00
3.05	2.6	86	2014-02-03T07:35:00
3.32	2.6	86	2014-02-03T07:34:00
3.4	2.6	86	2014-02-03T07:33:00
4.79	2.67	85.4	2014-02-03T07:32:00
5.32	2.7	85.1	2014-02-03T07:31:00
5.99	2.7	85.1	2014-02-03T07:30:00
4.39	2.7	85.1	2014-02-03T07:29:00
5.06	2.7	85.1	2014-02-03T07:28:00
5.93	2.7	85.1	2014-02-03T07:27:00
5.84	2.7	85.1	2014-02-03T07:26:00
3.53	2.7	85.1	2014-02-03T07:25:00
4.62	2.7	85.1	2014-02-03T07:24:00
6.39	2.7	85.1	2014-02-03T07:23:00
7.35	2.76	85.6	2014-02-03T07:22:00
8.15	2.8	85.8	2014-02-03T07:21:00
7.18	2.8	85.8	2014-02-03T07:20:00
7.88	2.8	85.8	2014-02-03T07:19:00
5.82	2.8	85.8	2014-02-03T07:18:00
6.26	2.8	85.8	2014-02-03T07:17:00
6.89	2.8	85.8	2014-02-03T07:16:00
7.33	2.8	85.8	2014-02-03T07:15:00
7.45	2.8	85.8	2014-02-03T07:14:00
7.88	2.8	85.8	2014-02-03T07:13:00
7.62	2.8	85.9	2014-02-03T07:12:00
7.43	2.8	85.9	2014-02-03T07:11:00
7.07	2.8	85.9	2014-02-03T07:10:00
5.29	2.8	85.9	2014-02-03T07:09:00
5.29	2.8	85.9	2014-02-03T07:08:00
5.18	2.8	85.9	2014-02-03T07:07:00
6.45	2.8	85.9	2014-02-03T07:06:00
5.81	2.8	85.9	2014-02-03T07:05:00
4.07	2.8	85.9	2014-02-03T07:04:00
2.69	2.8	85.9	2014-02-03T07:03:00
1.95	2.74	86	2014-02-03T07:02:00
2.09	2.7	86	2014-02-03T07:01:00
2.74	2.7	86	2014-02-03T07:00:00
4.34	2.7	86	2014-02-03T06:59:00
4.7	2.7	86	2014-02-03T06:58:00
4.41	2.7	86	2014-02-03T06:57:00
4.11	2.7	86	2014-02-03T06:56:00
3.59	2.7	86	2014-02-03T06:55:00
3.99	2.7	86	2014-02-03T06:54:00
5.25	2.7	86	2014-02-03T06:53:00
5.4	2.7	86.3	2014-02-03T06:52:00
3.16	2.7	86.5	2014-02-03T06:51:00
5.33	2.7	86.5	2014-02-03T06:50:00
5.21	2.7	86.5	2014-02-03T06:49:00
5.85	2.7	86.5	2014-02-03T06:48:00
5.35	2.7	86.5	2014-02-03T06:47:00
3.81	2.7	86.5	2014-02-03T06:46:00
2.73	2.7	86.5	2014-02-03T06:45:00
5.11	2.7	86.5	2014-02-03T06:44:00
6.67	2.7	86.5	2014-02-03T06:43:00
8.25	2.76	86.4	2014-02-03T06:42:00
7.75	2.8	86.3	2014-02-03T06:41:00
7.17	2.8	86.3	2014-02-03T06:40:00
6.96	2.8	86.3	2014-02-03T06:39:00
5.28	2.8	86.3	2014-02-03T06:38:00
6.72	2.8	86.3	2014-02-03T06:37:00
6.91	2.8	86.3	2014-02-03T06:36:00
5.92	2.8	86.3	2014-02-03T06:35:00
5.35	2.8	86.3	2014-02-03T06:34:00
6.03	2.8	86.3	2014-02-03T06:33:00
6.64	2.74	86.2	2014-02-03T06:32:00
6.54	2.7	86.2	2014-02-03T06:31:00
5.68	2.7	86.2	2014-02-03T06:30:00
4.93	2.7	86.2	2014-02-03T06:29:00
7.12	2.7	86.2	2014-02-03T06:28:00
7.19	2.7	86.2	2014-02-03T06:27:00
6.78	2.7	86.2	2014-02-03T06:26:00
6.94	2.7	86.2	2014-02-03T06:25:00
5.5	2.7	86.2	2014-02-03T06:24:00
4.59	2.7	86.2	2014-02-03T06:23:00
5.93	2.83	85.9	2014-02-03T06:22:00
6.38	2.9	85.8	2014-02-03T06:21:00
5.09	2.9	85.8	2014-02-03T06:20:00
6.22	2.9	85.8	2014-02-03T06:19:00
7.49	2.9	85.8	2014-02-03T06:18:00
6.75	2.9	85.8	2014-02-03T06:17:00
6.59	2.9	85.8	2014-02-03T06:16:00
7.43	2.9	85.8	2014-02-03T06:15:00
7.18	2.9	85.8	2014-02-03T06:14:00
7.11	2.9	85.8	2014-02-03T06:13:00
8.43	2.84	85.9	2014-02-03T06:12:00
8.7	2.8	85.9	2014-02-03T06:11:00
9.43	2.8	85.9	2014-02-03T06:10:00
8.75	2.8	85.9	2014-02-03T06:09:00
8.5	2.8	85.9	2014-02-03T06:08:00
9.25	2.8	85.9	2014-02-03T06:07:00
10.2	2.8	85.9	2014-02-03T06:06:00
10.7	2.8	85.9	2014-02-03T06:05:00
11	2.8	85.9	2014-02-03T06:04:00
10.7	2.8	85.9	2014-02-03T06:03:00
10.2	2.67	86.7	2014-02-03T06:02:00
8.68	2.6	87.2	2014-02-03T06:01:00
10.4	2.6	87.2	2014-02-03T06:00:00
11	2.6	87.2	2014-02-03T05:59:00
10.5	2.6	87.2	2014-02-03T05:58:00
11.4	2.6	87.2	2014-02-03T05:57:00
11.8	2.6	87.2	2014-02-03T05:56:00
12.1	2.6	87.2	2014-02-03T05:55:00
11.9	2.6	87.2	2014-02-03T05:54:00
11.5	2.6	87.2	2014-02-03T05:53:00
10.9	2.6	87.5	2014-02-03T05:52:00
11.1	2.6	87.7	2014-02-03T05:51:00
11.9	2.6	87.7	2014-02-03T05:50:00
12.3	2.6	87.7	2014-02-03T05:49:00
11	2.6	87.7	2014-02-03T05:48:00
10.8	2.6	87.7	2014-02-03T05:47:00
11.7	2.6	87.7	2014-02-03T05:46:00
11.3	2.6	87.7	2014-02-03T05:45:00
11.5	2.6	87.7	2014-02-03T05:44:00
11.8	2.6	87.7	2014-02-03T05:43:00
11.7	2.79	87.5	2014-02-03T05:42:00
11.4	2.9	87.4	2014-02-03T05:41:00
11.7	2.9	87.4	2014-02-03T05:40:00
10.8	2.9	87.4	2014-02-03T05:39:00
11.2	2.9	87.4	2014-02-03T05:38:00
12	2.9	87.4	2014-02-03T05:37:00
12.2	2.9	87.4	2014-02-03T05:36:00
12.5	2.9	87.4	2014-02-03T05:35:00
13.1	2.9	87.4	2014-02-03T05:34:00
13	2.9	87.4	2014-02-03T05:33:00
13.6	2.97	87.2	2014-02-03T05:32:00
14.4	3	87.1	2014-02-03T05:31:00
14.9	3	87.1	2014-02-03T05:30:00
15.1	3	87.1	2014-02-03T05:29:00
15.5	3	87.1	2014-02-03T05:28:00
15.2	3	87.1	2014-02-03T05:27:00
14.9	3	87.1	2014-02-03T05:26:00
15	3	87.1	2014-02-03T05:25:00
14.6	3	87.1	2014-02-03T05:24:00
15.1	3	87.1	2014-02-03T05:23:00
15.5	3	86.8	2014-02-03T05:22:00
14.8	3	86.6	2014-02-03T05:21:00
13.9	3	86.6	2014-02-03T05:20:00
15	3	86.6	2014-02-03T05:19:00
15.9	3	86.6	2014-02-03T05:18:00
15.3	3	86.6	2014-02-03T05:17:00
15.3	3	86.6	2014-02-03T05:16:00
16.2	3	86.6	2014-02-03T05:15:00
16.8	3	86.6	2014-02-03T05:14:00
17.1	3	86.6	2014-02-03T05:13:00
17.2	3	86.8	2014-02-03T05:12:00
17	3	86.9	2014-02-03T05:11:00
16.9	3	86.9	2014-02-03T05:10:00
17.1	3	86.9	2014-02-03T05:09:00
16.8	3	86.9	2014-02-03T05:08:00
16.6	3	86.9	2014-02-03T05:07:00
