1389183933	8.82552040835	0	0	47.3770051667	8.54118366667
1389183964	8.70469973384	0	0	47.3768881667	8.54273583333
1389183993	8.70469973384	0	0	47.3767256667	8.543938
1389184024	8.87384867815	0	0	47.376835	8.5442805
1389184053	8.87384867815	0	0	47.3750175	8.54568133333
1389184084	8.75302800364	0	0	47.3730436667	8.54725733333
1389184113	8.75302800364	0	0	47.3727236667	8.54747033333
1389184144	8.82552040835	0	0	47.3711098333	8.54804783333
1389184173	8.82552040835	0	0	47.3706931667	8.54871816667
1389184204	8.82552040835	0	0	47.3707085	8.54867216667
1389184233	8.82552040835	0	0	47.3705006667	8.54923483333
1389184264	8.94634108285	0	0	47.369912	8.55199166667
1389184293	8.94634108285	0	0	47.3694265	8.55421283333
1389184324	9.04299762246	0	0	47.3692261667	8.55546733333
1389184353	9.04299762246	0	0	47.3686641667	8.558331
1389184384	9.13965416206	0	0	47.3681318333	8.560081
1389184413	9.13965416206	0	0	47.3679415	8.5604735
1389184444	9.06716175736	0	0	47.3662406667	8.562139
1389184444	9.06716175736	0	0	47.3662406667	8.562139
1389184473	9.06716175736	0	0	47.3659668333	8.5626285
1389184503	9.21214656677	0	0	47.3650528333	8.56501116667
1389184533	9.21214656677	0	0	47.3642995	8.56657266667
1389184565	9.16381829696	0	0	47.363877	8.56632983333
1389184593	9.16381829696	0	0	47.3638933333	8.5663425
1389184624	9.09132589226	0	0	47.3638963333	8.566335
1389184654	9.09132589226	0	0	47.363925	8.566348
1389184684	8.94634108285	0	0	47.36389	8.56633766667
1389184713	8.94634108285	0	0	47.363862	8.56632566667
1389184744	8.86188661237	0	0	47.3638925	8.56630733333
1389184773	8.86188661237	0	0	47.3639045	8.56633183333
1389184809	8.86188661237	0	0	47.363899	8.56631316667
1389184834	8.86188661237	0	0	47.3638771667	8.56630066667
1389184865	8.86188661237	0	0	47.363882	8.566302
1389184894	8.86188661237	0	0	47.3640216667	8.56621883333
1389184924	8.86188661237	0	0	47.3640968333	8.56626616667
1389184954	8.91119117796	0	0	47.3646721667	8.56618166667
1389184984	8.91119117796	0	0	47.3655166667	8.56390833333
1389185014	9.03445259194	0	0	47.3661698333	8.56241016667
1389185044	9.03445259194	0	0	47.3672745	8.56112216667
1389185074	9.18236628872	0	0	47.3680415	8.560379
1389185104	9.18236628872	0	0	47.368239	8.55972533333
1389185134	9.15771400592	0	0	47.3693418333	8.55700933333
1389185165	9.15771400592	0	0	47.3692606667	8.55553383333
1389185194	9.25632313711	0	0	47.3694693333	8.55422266667
1389185225	9.25632313711	0	0	47.3702625	8.55051883333
1389185254	9.2809754199	0	0	47.3704193333	8.54984433333
1389185286	9.2809754199	0	0	47.3706871667	8.548861
1389185314	9.10840944033	0	0	47.3706976667	8.54882433333
1389185345	9.10840944033	0	0	47.3713935	8.54787066667
1389185374	9.10840944033	0	0	47.3727746667	8.54744516667
1389185405	9.10840944033	0	0	47.373404	8.546946
1389185434	9.05910487474	0	0	47.3750673333	8.54560866667
1389185465	9.05910487474	0	0	47.3766188333	8.54463466667
1389185494	8.83723432958	0	0	47.3767526667	8.54381816667
1389185525	8.83723432958	0	0	47.3768925	8.54299116667
1389185554	8.88653889517	0	0	47.3770918333	8.54138716667
1389185585	8.88653889517	0	0	47.3772491667	8.5394305
1389185614	8.6893206328	0	0	47.3772501667	8.53941533333
1389185645	8.6893206328	0	0	47.3773231667	8.53858483333
1389185675	8.51675465323	0	0	47.3760245	8.53736466667
1389185705	8.51675465323	0	0	47.3759311667	8.53726533333
1389185734	8.44279780484	0	0	47.3761533333	8.535733
1389185766	8.44279780484	0	0	47.376266	8.53429133333
1389185794	8.56605921882	0	0	47.3761136667	8.53415883333
1389185825	8.56605921882	0	0	47.3740835	8.53209933333
1389185854	8.72243740978	0	0	47.37357	8.53098183333
1389185885	8.72243740978	0	0	47.3735651667	8.52950466667
1389185916	8.79788828557	0	0	47.373515	8.52950066667
1389185945	8.79788828557	0	0	47.3733921667	8.5289705
1389185975	8.64001606721	0	0	47.3737841667	8.52651583333
1389186005	8.64001606721	0	0	47.3740961667	8.5257155
1389186035	8.66466835001	0	0	47.374338	8.52391533333
1389186755	8.62183624205	0	0	47.3745533333	8.48498533333
1389186785	8.62183624205	0	0	47.3745598333	8.48499633333
1389186815	8.62183624205	0	0	47.374577	8.485006
1389186845	8.67213682591	0	0	47.3745636667	8.48501633333
1389186874	8.67213682591	0	0	47.374556	8.48501083333
