#timestamp.	ozone_ppb	temperature	humidity	latitude	longitude
1392419489.227	16.1332655	2	70	4722.21962	832.59106
1392419481.482	18.33096197	2	64	4722.66797	829.8851
1392419478.196	24.46215456	2	62	4723.11351	832.90726
1392419478.183	12.58022438	3	67	4722.4142	831.90812
1392419465.625	32.75435455	12	52	4723.4718	831.29992
1392419460.282	15.25751564	2	71	4722.18592	832.6091
1392419451.188	18.24323507	2	63	4722.75444	829.73117
1392419448.232	12.53163142	3	66	4722.4987	831.96862
1392419448.230	24.46215456	2	62	4723.15719	832.8995
1392419435.568	32.75435455	12	52	4723.46584	831.29778
1392419429.209	15.25751564	2	71	4722.08892	832.67391
1392419421.296	18.24323507	2	63	4722.71497	829.64797
1392419420.178	24.50646599	2	62	4723.26973	832.81829
1392419418.187	12.53163142	3	66	4722.56686	832.04987
1392419405.682	32.75435455	12	52	4723.46668	831.29787
1392419399.166	16.68060916	2	70	4722.02957	832.72628
1392419392.187	17.62914674	2	63	4722.69493	829.60741
1392419389.255	24.50646599	2	62	4723.35652	832.76874
1392419388.218	12.48303846	3	65	4722.56976	832.05063
1392419375.705	32.75435455	12	52	4723.47054	831.30056
1392419369.242	16.68060916	2	70	4722.03019	832.72637
1392419361.509	17.62914674	2	63	4722.58351	829.37581
1392419359.250	24.55077742	2	62	4723.44464	832.72725
1392419358.171	12.48303846	3	65	4722.57673	832.12781
1392419346.339	32.75435455	12	52	4723.45951	831.29484
1392419339.172	17.11848409	2	70	4722.01104	832.74853
1392419331.282	17.80460055	2	63	4722.54277	829.27892
1392419330.188	24.55077742	2	62	4723.56261	832.70377
1392419328.277	12.482546	4	66	4722.56441	832.23877
1392419315.452	32.75435455	12	52	4723.45973	831.29593
1392419309.170	17.11848409	2	70	4721.9733	832.79621
1392419301.176	17.80460055	2	63	4722.51854	829.13397
1392419299.195	24.6042634	3	62	4723.62148	832.69737
1392419298.172	12.482546	4	66	4722.57097	832.24953
1392419285.529	32.75435455	12	52	4723.45741	831.28803
1392419279.218	18.10370268	2	67	4721.92575	832.84485
1392419271.204	17.19051221	2	63	4722.46139	829.07405
1392419268.280	12.6774103	3	66	4722.64582	832.33071
1392419268.212	24.6042634	3	62	4723.73188	832.71688
1392419255.429	32.75435455	12	52	4723.47605	831.2784
1392419249.222	18.10370268	2	67	4721.9198	832.86932
1392419241.209	17.19051221	2	63	4722.47292	829.09981
1392419238.178	24.67207327	3	63	4723.77379	832.68334
1392419238.166	12.6774103	3	66	4722.63706	832.36344
1392419225.656	32.75435455	12	52	4723.45391	831.27874
1392419219.204	17.99423394	2	67	4721.832	832.93527
1392419211.631	17.19051221	2	64	4722.47256	829.09999
1392419209.243	24.67207327	3	63	4723.78345	832.62378
1392419208.221	12.53163142	3	67	4722.62528	832.4517
1392419195.432	32.75435455	12	52	4723.46452	831.28697
1392419189.178	17.99423394	2	67	4721.76887	833.00559
1392419181.247	17.19051221	2	64	4722.47199	829.0997
1392419179.188	24.73988314	3	65	4723.8254	832.48962
1392419178.182	12.53163142	3	67	4722.64784	832.50272
1392419165.503	32.76437225	12	52	4723.4532	831.28158
1392419159.177	17.44689028	2	68	4721.72088	833.03486
1392419151.309	17.45369293	2	64	4722.47283	829.09902
1392419148.210	12.48303846	3	67	4722.66553	832.50312
1392419148.175	24.73988314	3	65	4723.85974	832.50455
1392419135.359	32.76437225	12	52	4723.46238	831.28719
1392419129.198	17.44689028	2	68	4721.60716	833.13426
1392419121.277	17.45369293	2	64	4722.47406	829.09866
1392419118.201	24.76248643	3	75	4723.85922	832.50389
1392419118.172	12.48303846	3	67	4722.6733	832.50237
1392419105.402	32.75435455	12	52	4723.48343	831.29768
1392419099.239	17.11848409	2	68	4721.55072	833.17648
1392419091.231	18.15550817	2	63	4722.47364	829.09883
1392419089.172	24.76248643	3	75	4723.90747	832.53441
1392419088.202	12.4344455	3	67	4722.71473	832.50195
1392419075.487	32.75435455	12	52	4723.46981	831.29533
1392419069.252	17.11848409	2	68	4721.47792	833.24955
1392419061.542	18.15550817	2	63	4722.47353	829.10018
1392419058.212	12.4344455	3	67	4722.7326	832.57082
1392419045.482	32.76437225	12	52	4723.48045	831.29652
1392419039.186	17.77529648	2	69	4721.42473	833.29941
1392419032.206	18.59414269	2	63	4722.47322	829.10095
1392419028.250	12.4344455	3	67	4722.74998	832.5679
1392419015.323	32.76437225	12	52	4723.47332	831.29124
1392419009.241	17.77529648	2	69	4721.31844	833.40248
1392419001.181	18.59414269	2	63	4722.47321	829.10029
1392418998.162	12.4344455	3	67	4722.80544	832.55772
1392418985.542	32.76437225	12	52	4723.47099	831.28696
1392418979.243	18.10370268	2	70	4721.29444	833.42739
1392418971.187	18.24323507	2	62	4722.4735	829.10001
1392418968.242	12.48303846	3	66	4722.83283	832.56181
1392418955.334	32.76437225	12	52	4723.45672	831.28092
1392418948.584	18.10370268	2	70	4721.19084	833.52732
1392418941.177	18.24323507	2	62	4722.5216	829.12884
1392418938.177	12.48303846	3	66	4722.93336	832.50184
1392418925.462	32.76437225	12	52	4723.46736	831.28426
1392418918.725	18.21317141	2	69	4721.15091	833.56311
1392418911.202	17.32253823	3	62	4722.54715	829.2783
1392418908.208	12.48303846	3	66	4723.04512	832.41331
1392418895.327	32.76437225	12	52	4723.47088	831.28411
1392418888.689	18.21317141	2	69	4721.0467	833.63086
1392418881.264	17.32253823	3	62	4722.56542	829.33593
1392418878.192	12.48303846	3	66	4723.08422	832.39735
1392418865.579	32.76437225	12	52	4723.48395	831.28923
1392418858.661	17.99423394	2	69	4721.0244	833.65461
1392418851.287	15.71155433	3	62	4722.68096	829.57677
1392418848.211	12.48303846	3	66	4723.24004	832.37568
1392418848.185	24.8896953	1	61	4724.36479	834.13655
1392418835.267	32.76437225	12	52	4723.48009	831.2874
1392418828.499	17.99423394	2	69	4721.02384	833.65529
1392418822.168	15.71155433	3	62	4722.71737	829.65157
1392418818.248	25.56292238	1	61	4724.28659	834.29787
1392418818.165	12.48303846	3	66	4723.28898	832.35341
1392418805.360	32.76437225	12	52	4723.47963	831.28512
