#timestamp.	ozone_ppb	temperature	humidity	latitude	longitude
1392422179.192	12.4344455	3	63	4724.66366	832.74631
1392422166.492	32.75435455	12	52	4723.48207	831.30864
1392422160.317	13.67912362	6	65	4723.47836	831.29538
1392422152.924	14.19006953	3	63	4722.44132	831.55924
1392422151.178	23.77485702	5	83	4722.40763	831.2962
1392422149.192	12.3396667	2	64	4724.59971	832.77179
1392422136.467	32.75435455	12	52	4723.48372	831.30817
1392422130.232	13.67912362	6	65	4723.48501	831.29775
1392422122.375	14.19006953	3	63	4722.4023	831.71451
1392422121.219	23.77485702	5	83	4722.40212	831.29953
